vlr_latitude;vlr_longitude;cod_munic;cod_cnes;nom_estab;dsc_endereco;dsc_bairro;dsc_cidade;dsc_telefone;dsc_uf
-22,78097749;-43,02752495;330490;2291568;POSTO DE SAUDE CARLOS CHAGAS;RUA VITAL BRASIL;FAZENDA DOS MINEIROS;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,80976295;-43,01595926;330490;5474736;USF TRINDADE EQUIPE 95;RUA CUIABA;TRINDADE;São Gonçalo;2137193942;Rio de Janeiro (RJ)
-22,82130718;-42,98448086;330490;5994411;USF LARANJAL EQUIPE 414;RUA VICENTINA GOULART;LARANJAL;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,83892393;-43,00231218;330490;5473667;USF ALMERINDA EQUIPE 210;RUA FERNANDO FONTES;ALMERINDA;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,82646775;-42,98763514;330490;2702967;UNIDADE PSF MIRIAMBI A1;RUA REGINA COELHO;MIRIAMBI;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,81351805;-42,9634738;330490;6127797;USF VISTA ALEGRE EQUIPE 423;RUA CIDADE LISBOA;VISTA ALEGRE;São Gonçalo;2132410101;Rio de Janeiro (RJ)
-22,78228641;-42,94950485;330490;6931324;USF APOLO III EQUIPE 437;RUA APOLO III;APOLO III;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,827;-43,054;330490;5474019;USF LINDO PARQUE EQUIPE 040;RUA HUMBERTO CAMPOS;LINDO PARQUE;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,8203845;-43,01694632;330490;5474752;USF MUTONDO EQUIPE 45;RUA BATISTA DA COSTA;MUTONDO;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,82840967;-43,0220747;330490;2814811;UNIDADE PSF COLUBANDE 24 25;RUA NILO ALVARENGA;COLUBANDE;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,827;-43,054;330490;5935296;USF JARDIM REPUBLICA EQUIPE 409;RUA GONCALO BELIZARIO;JARDIM REPUBLICA;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,812343;-42,988783;330490;2291738;UNIDADE PSF LUIZ PAULO GUIMARAES;RUA ARISTIDES LIMA;LAGOA SECA;São Gonçalo;(21)26156591;Rio de Janeiro (RJ)
-22,80625463;-43,04130077;330490;2292017;UNIDADE PSF MUTUAGUACU;RUA DAVI ALVES;MUTUAGACU;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,81470895;-43,04670811;330490;2291878;POSTO DE SAUDE MAHATMA GANDHI;RUA FRANCISCO BARBEIRO;JD CALIFORNIA;São Gonçalo;(21)37066382;Rio de Janeiro (RJ)
-22,81504154;-43,03928375;330490;2292009;UNIDADE PSF MUTUA 53 54;AV PAULA LEMOS;MUTUA;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,84766793;-43,07013988;330490;5469961;USF PITA EQUIPE 328;RUA MIGUEL BACON;PITA;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,8601563;-43,00302029;330490;2297272;POSTO DE SAUDE ANAIA;RUA CLODOMIRO ANTUNES DA COSTA;ARSENAL;São Gonçalo;2126017835;Rio de Janeiro (RJ)
-22,8203845;-43,01694632;330490;5474779;USF MUTONDO EQUIPE 47;RUA CARLOS CRUZ;MUTONDO;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,84587622;-43,09503078;330490;3280594;POSTO DE SAUDE VICTOR CHIMELLI;RUA CAP JOAO MONTEIRO;NEVES;São Gonçalo;(21)37070687;Rio de Janeiro (RJ)
-22,88412452;-42,98332214;330490;2297329;POSTO DE SAUDE HIPARCO FERREIRA;LARGO ENGENHO DO ROCADO;ENGENHO DO ROCADO;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,82405376;-43,0332756;330490;2292025;USF MADRE TERESA DE CALCUTA;EST DO BOQUEIRAO;ESTRELA DO NORTE;São Gonçalo;26046561;Rio de Janeiro (RJ)
-22,7924037;-43,00630331;330490;5474000;USF JARDIM CATARINA EQUIPE 308 309;RUA HERMINIO BORGES NOGUEIRA;JARDIM CATARINA;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,827;-43,054;330490;2291835;POSTO DE SAUDE MANOEL DE ABREU;EST DA MEIA NOITE;SACRAMENTO;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,81714439;-42,93896914;330490;2291649;UNIDADE PSF MONJOLOS;EST DE LARGO DA IDEIA;LARGO DA IDEIA;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,82871008;-43,05376768;330490;2291533;POLO SANITARIO DR WASHINGTON LUIZ;PRACA ESTEPHANIA DE CARVALHO;ZE GAROTO;São Gonçalo;(21)27120516;Rio de Janeiro (RJ)
-22,84473896;-43,07189941;330490;2291789;POSTO DE SAUDE DR ARMANDO GUEIROS;TENENTE SIQUEIRA CAMPOS;PITA;São Gonçalo;2126286036;Rio de Janeiro (RJ)
-22,87043452;-43,04552794;330490;3029085;USF ENF LUIZA DE MARILAC;RUA GODOFREDO CERQUEIRA LEITE;NOVO MEXICO;São Gonçalo;2126261003;Rio de Janeiro (RJ)
-22,827;-43,054;330490;2291851;UNIDADE PSF EMILIO RIBAS;EST DO BARRACAO;BARRACAO;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,84663796;-42,98330069;330490;5935261;USF VILA CANDOZA EQUIPE 407;RUA JOSE DA SILVA;VILA CANDOZA;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,7948606;-42,98323631;330490;6787851;PSF SANTA LUZIA II;AV SANTA LUZIA;SANTA LUZIA;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,83289433;-42,99632549;330490;5473683;USF COLEHO EQUIPE 914;RUA ARMANDO RANCE;COELHO;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,827;-43,054;330490;5473705;USF TRINDADE EQUIPE 049;RUA WALDOMIRO;ALCANTARA;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,82170415;-43,07756424;330490;5474035;USF PORTO NOVO EQUIPE 100;RUA CAPITAO JOAO MANOEL;PORTO NOVO;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,86104679;-42,94242382;330490;2291541;POSTO DE SAUDE SANTA ISABEL;ESTRADA DA SERRINHA;STA ISABEL;São Gonçalo;36064376;Rio de Janeiro (RJ)
-22,827;-43,054;330490;2297302;UNIDADE PSF ADOLFO LUTZ;RUA NAZARIO MACHADO;PACHECO;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,827;-43,054;330490;6592856;USF BARRO VERMELHO EQUIPE 424;RUA JURUMENHA;BARRO VERMELHO;São Gonçalo;2131839394;Rio de Janeiro (RJ)
-22,76306033;-43,00531626;330490;2291754;MODULO DO PSF NEUZA GOULART BRIZOLA;ESTRADA DAS PALMEIRAS;PALMEIRAS;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,85856843;-43,03035736;330490;2291711;POSTO DE SAUDE JOSE AVELINO SOUZA;RUA JOSE FRANCISCO BATISTA RIOS;PROGRESSO;São Gonçalo;2127253767;Rio de Janeiro (RJ)
-22,77824163;-42,97231436;330490;2291630;UNIDADE PSF LOUIS PASTEUR;RUA ZILDA SILVARES;GUAXINDIBA;São Gonçalo;2126149814;Rio de Janeiro (RJ)
-22,827;-43,054;330490;5474043;USF BOA VISTA EQUIPE 321;RUA OCEANIA;BOA VISTA;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,78927088;-43,00096035;330490;5469945;UNIDADE DE SAUDE DA FAMILIA JARDIM CATARINA EQUIPE 320;RUA TURMALINA;JARDIM CATARINA;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,81550288;-43,00282717;330490;2291975;UNIDADE PSF JARDIM CATARINA 322;RUA GONCALVES CHAVES;JD CATARINA;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,86503792;-43,06902409;330490;3029093;USF ARMANDO LEAO FERREIRA;AL ESTADOS UNIDOS;MORRO DO CASTRO;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,82952547;-43,04100037;330490;3029115;USF MENINO DEUS;RUA MAJ DUQUE ESTRADA;ROCHA;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,827;-43,054;330490;6004520;USF BARRACAO EQUIPE 420;RUA MARECHAL POVOAS;PACHECO;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,84680963;-42,94257402;330490;6931375;PSF QUINTA DOM RICARDO EQUIPE 430;ESTRADA BONSUCESSO;QUINTA DOM RICARDO;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,827;-43,054;330490;5474744;USF NEVES EQUIPE 405;R DR OLIVEIRA BOTELHO;NEVES;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,84545779;-43,08943033;330490;5473942;USF VILA LAGE EQUIPE 001;AV LUCIO TOME FEITOSA;VILA LAGE;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,83308744;-43,04357529;330490;3284646;UNIDADE PSF ROCHA;RUA TRES DE MAIO;ROCHA;São Gonçalo;Não se aplica;Rio de Janeiro (RJ)
-22,79031157;-43,37380886;330510;2284030;UNIDADE DE SAUDE DA FAMILIA VILA ROSALI;AV SALOMAO FERREIRA;VILA ROSALY;São João de Meriti;2137564788;Rio de Janeiro (RJ)
-22,76648283;-43,37737083;330510;3537803;UNIDADE DE SAUDE DA FAMILIA JACKSON MARTINS;AV SARAPUI;VILAR DOS TELES;São João de Meriti;2127573912;Rio de Janeiro (RJ)
-22,791996;-43,40876341;330510;2284006;UNIDADE DE SAUDE DA FAMILIA VILA NORMA;RUA HIGINO MARZO;VILA NORMA;São João de Meriti;2137534052;Rio de Janeiro (RJ)
-22,76900411;-43,38243484;330510;2283964;MINI POSTO PARQUE ALIAN;RUA JASPEN;PARQUE ALIAN;São João de Meriti;37525291;Rio de Janeiro (RJ)
-22,7943027;-43,34224463;330510;6394310;UNIDADE DE SAUDE DA FAMILIA DE VENDA VELHA;AVENIDA ESTACIO DE SA;PARQUE NOVO RIO;São João de Meriti;2136596077;Rio de Janeiro (RJ)
-22,76592493;-43,35067749;330510;3575241;UNIDADE DE SAUDE DA FAMILIA CARMEM BANDEIRA DE MELLO;RUA TIBAGI;JARDIM METROPOLES;São João de Meriti;Não se aplica;Rio de Janeiro (RJ)
-22,8105998;-43,38543892;330510;2284073;POSTO MEDICO SANITARIO VILA UNIAO;RUA ALVARO PROENCA;VILA UNIAO;São João de Meriti;Não se aplica;Rio de Janeiro (RJ)
-22,79550433;-43,33651543;330510;2284022;UNIDADE DE SAUDE DA FAMILIA PARQUE ARARUAMA;RUA DIONISIO ROCHA;PARQUE ARARUAMA;São João de Meriti;2126524655;Rio de Janeiro (RJ)
-22,79840112;-43,40082407;330510;2274671;UNIDADE DE FAMILIA DE GATO PRETO;RUA CECI;EDEM;São João de Meriti;2126553781;Rio de Janeiro (RJ)
-22,77825236;-43,36960316;330510;2274876;CENTRO DE SAUDE ANIBAL VIRIATO DE AZEVEDO;RUA PASTOR JOAQUIM DA ROSA;VILAR DOS TELES;São João de Meriti;2127515251;Rio de Janeiro (RJ)
-22,78621316;-43,39983702;330510;6230393;UNIDADE DE SAUDE DA FAMILIA DE VILA JURANDIR;R JOAQUIM COUTO;VILA JURANDIR;São João de Meriti;Não se aplica;Rio de Janeiro (RJ)
-22,76999116;-43,37003231;330510;2274892;UNIDADE DE SAUDE DA FAMILIA MORRO DAS PEDRAS;RUA MORRO DAS PEDRAS;VILAR DOS TELES;São João de Meriti;(21)27522161;Rio de Janeiro (RJ)
-22,78053761;-43,38273525;330510;2274698;POSTO DE SAUDE COELHO DA ROCHA;R EX COMBATENTES;COELHO DA ROCHA;São João de Meriti;2127526665;Rio de Janeiro (RJ)
-22,76300669;-43,34115028;330510;3575284;UNIDADE DE SAUDE DA FAMILIA DR JORGE TANNUS REJAME;RUA FERNANDO DE QUEIROS;JARDIM METROPOLES;São João de Meriti;2127517026;Rio de Janeiro (RJ)
-22,77817726;-43,39215517;330510;2284049;UNIDADE DE SAUDE DE FAMILIA VALERIO VILAS BOAS FILHO;RUA MANOEL CUNHA;COELHO DA ROCHA;São João de Meriti;2126503438;Rio de Janeiro (RJ)
-22,7654314;-43,36192131;330510;2283999;UNIDADE DE SAUDE DA FAMILIA TUCAO;AVENIDA AUTOMOVEL CLUBE;JARDIM NOIA;São João de Meriti;Não se aplica;Rio de Janeiro (RJ)
-22,53271222;-44,12568569;330630;2797100;UBS UNIDADE BASICA DE SAUDE 249;AV EUROPA;249;Volta Redonda;33394196;Rio de Janeiro (RJ)
-22,52881765;-44,11598682;330630;2797208;UBSF SAO LUCAS JOAO LOUREIRO;RUA VEREADOR FRANCISCO EVANGELISTA DELGADO;SAO LUCAS;Volta Redonda;2433426247;Rio de Janeiro (RJ)
-22,48758674;-44,11633015;330630;5015847;UBSF VERDE VALE LOURIVAL FERREIRA PEIXOTO;RUA PARAISO DAS GARCAS;VERDE VALE;Volta Redonda;2433399740;Rio de Janeiro (RJ)
-22,59561539;-44,0801096;330630;29149;UBSF ROMA I;RUA BAOBA;ROMA I;Volta Redonda;2433206221;Rio de Janeiro (RJ)
-22,54437447;-44,06942368;330630;3269892;UBSF VILA RICA JARDIM TIRADENTES;RUA VINTE;CONJ HAB VILA RICA;Volta Redonda;2433392049;Rio de Janeiro (RJ)
-22,51423717;-44,0861392;330630;24848;UBSF SAO GERALDO MARIA NILCE FAGUNDES COSTA;RUA TENENTE ANTONIO JOAO;SAO GERALDO;Volta Redonda;2433399167;Rio de Janeiro (RJ)
-22,52472997;-44,12124395;330630;5446376;UBSF EUCALIPTAL;RUA VEREADOR RAIMUNDO DIOGO;EUCALIPTAL;Volta Redonda;2433426441;Rio de Janeiro (RJ)
-22,52346396;-44,14004087;330630;3553299;UBSF JARDIM BELMONTE;RUA CONCEICAO DE MACABU;SIDERLANDIA;Volta Redonda;2433371827;Rio de Janeiro (RJ)
-22,48705029;-44,05335188;330630;5519616;UBSF NOVA PRIMAVERA IRMA TEREZINHA DE CASTRO;RUA M;NOVA PRIMAVERA;Volta Redonda;2433413392;Rio de Janeiro (RJ)
-22,47967958;-44,05659199;330630;2797119;UBS UNIDADE BASICA DE SAUDE CAIEIRAS;AV IMPRENSA;CAIEIRAS;Volta Redonda;2433417501;Rio de Janeiro (RJ)
-22,53024459;-44,13128614;330630;6469418;UBSF PONTE ALTA VICTOR H JOSE ROSTIROLLA CESAR;RUA AURORA BEZERRA;PONTE ALTA;Volta Redonda;2433424386;Rio de Janeiro (RJ)
-22,46583939;-44,09515142;330630;2797178;UBSF SANTA CRUZ GUANAHYRO FERREIRA NETO;AV ORLANDO J TELLES;SANTA CRUZ;Volta Redonda;2433411208;Rio de Janeiro (RJ)
-22,49481797;-44,07343626;330630;2797186;UBSF VILA AMERICANA ROGERIO LEOPOLDO TOLEDO;RUA ESTADOS UNIDOS;VILA AMERICANA;Volta Redonda;233508630;Rio de Janeiro (RJ)
-22,52017021;-44,13501978;330630;24716;UBSF SIDERLANDIA JOSE DOMINGOS MACEDO;RUA ONZE;SIDERLANDIA;Volta Redonda;(24)33396412;Rio de Janeiro (RJ)
-22,53855944;-44,07345772;330630;2270986;CEO J TIRADENTES VER JOSE ISRAEL DOS ANJOS CLIN ESP ODONT;RUA OITOCENTOS E CINQUENTA A;JARDIM TIRADENTES;Volta Redonda;2433394115;Rio de Janeiro (RJ)
-22,5133574;-44,14171457;330630;4046692;UBSF PADRE JOSIMO ANTONIO CARLOS FERRARO ARAUJO;RUA A;PADRE JOSIMO;Volta Redonda;2433477763;Rio de Janeiro (RJ)
-22,47312427;-44,07506704;330630;2797151;UBS CANDELARIA;RUA FRANCISCO TORRES;CANDELARIA;Volta Redonda;2433385391;Rio de Janeiro (RJ)
-22,523;-44,104;330630;3282767;CEO SANTO AGOSTINHO PEDRO JOAO CARRARO CLIN ODONT CONC;RUA MANAUS;SANTO AGOSTINHO;Volta Redonda;2433479051;Rio de Janeiro (RJ)
-22,50265002;-44,13952589;330630;24635;UBSF ACUDE I CELIA MOREN NETO;RUA ACACIO DA ROCHA;ACUDE I;Volta Redonda;2433399169;Rio de Janeiro (RJ)
-22,52048135;-44,13471937;330630;5134153;CEO SIDERLANDIA DR ANTONIO D APARECIDA BAPTISTA E SILVA;AV ALMIRANTE ADALBERTO DE BARROS NUNES;SIDERLANDIA;Volta Redonda;2433392085;Rio de Janeiro (RJ)
-22,50903368;-44,09070969;330630;2696428;COC ATERRADO DR DEBER PERES CABRAL CLIN ODONT CONCENTRADA;RUA GOV LUIZ MONTEIRO;ATERRADO;Volta Redonda;2433399506;Rio de Janeiro (RJ)
-22,49887347;-44,03614283;330630;24597;UBSF TRES POCOS FOA PROF AMERICA ALVARENGA BRAVO;AV PAULO ERLEI ALVES ABRANTES;TRES POCOS;Volta Redonda;2433392050;Rio de Janeiro (RJ)
-22,49932408;-44,12323952;330630;24651;UBS RETIRO DR JADER BOECHAT;AV ANTONIO DE ALMEIDA;RETIRO;Volta Redonda;2433399688;Rio de Janeiro (RJ)
-22,52379656;-44,09261942;330630;24821;UBS MONTE CASTELO;RUA TREZENTOS E VINTE E TRES;SESSENTA;Volta Redonda;2433378235;Rio de Janeiro (RJ)
-22,50053644;-44,13047075;330630;6125107;UBSF RETIRO FABRICIO COSTA CURY;AV ANTONIO DE ALMEIDA;RETIRO;Volta Redonda;2433458398;Rio de Janeiro (RJ)
-22,4913311;-44,1075325;330630;24686;UBSF COQUEIROS FRANCISCO DE NOVAES;RUA D;COQUEIROS;Volta Redonda;2433392110;Rio de Janeiro (RJ)
-22,50488162;-44,12083626;330630;24732;UBSF JARDIM CIDADE DO ACO ELIAS ALVES DE OLIVEIRA;RUA FREI HENRIQUE SOARES;JARD CIDADE DO ACO;Volta Redonda;2433456427;Rio de Janeiro (RJ)
-22,48960376;-44,10987139;330630;24775;COC V BRASILIA MARIA DIAS ASSIS CLIN ODONT CONCENT;RUA NOVA BRASILIA;VILA BRASILIA;Volta Redonda;2433392066;Rio de Janeiro (RJ)
-22,523;-44,104;330630;2696436;COC RETIRO GILTON AZEVEDO LIMA CLIN ODONT CONCENT;TEJO;RETIRO;Volta Redonda;2433393197;Rio de Janeiro (RJ)
-22,509377;-44,06708479;330630;24589;UBSF AGUA LIMPA JOSE RIBEIRO DE SA LEMOS;RUA FELIPE DOS SANTOS;AGUA LIMPA;Volta Redonda;2433508746;Rio de Janeiro (RJ)
-22,46663332;-44,10618067;330630;24953;UBSF SANTA RITA DO ZARUR MARCILIA CANDIDA DE OLIVEIRA;RUA LAMBARI;SANTA RITA ZARUR;Volta Redonda;2433399094;Rio de Janeiro (RJ)
-22,50032187;-44,10401344;330630;24554;UBSF VILA MURY;AV AMAZONAS;VILA MURY;Volta Redonda;2433389045;Rio de Janeiro (RJ)
-22,60709524;-44,07897234;330630;29157;UBSF ROMA II;RUA SETE;ROMA II;Volta Redonda;2433206082;Rio de Janeiro (RJ)
-22,523;-44,104;330630;24678;UBSF BELO HORIZONTE EDITH RODRIGUES DE SOUZA;RUA NESTORIO;BELO HORIZONTE;Volta Redonda;2433392134;Rio de Janeiro (RJ)
-22,52533078;-44,12768126;330630;2797291;UBSF CONFORTO;RUA NOSSA SENHORA DA CONCEICAO;CONFORTO;Volta Redonda;33394195;Rio de Janeiro (RJ)
-22,47175097;-44,05936003;330630;2797143;UBS SAO LUIZ FRANCISCO DE ASSIS MACIEL DA SILVEIRA;AV FRANCISCO TORRES;SAO LUIZ;Volta Redonda;2433392055;Rio de Janeiro (RJ)
-22,48964667;-44,11034346;330630;2797089;UBSF VILA BRASILIA;RUA NOVA BRASILIA;VILA BRASILIA;Volta Redonda;2433391007;Rio de Janeiro (RJ)
-22,48573065;-44,07976627;330630;2797135;UBSF VOLTA GRANDE GOTARDO FIRMINO NETO;RUA SARGENTO PAULO MOREIRA;SANTO AGOSTINHO;Volta Redonda;2433455389;Rio de Janeiro (RJ)
-22,47557044;-44,06039;330630;2797127;UBS DOM BOSCO;RUA TEODORO DA FONSECA;DOM BOSCO;Volta Redonda;2433411084;Rio de Janeiro (RJ)
-22,50958085;-44,09691095;330630;3008258;UBS J PARAIBA SEBASTIAO DA SILVEIRA GUIMARAES;RUA QUINHENTOS EQUARE3NTA E OITO;JARDIM PARAIBA;Volta Redonda;2433399217;Rio de Janeiro (RJ)
-22,523;-44,104;330630;2797216;UBSF SAO CARLOS;AV FLORESTAL;SAO CARLOS;Volta Redonda;2433394253;Rio de Janeiro (RJ)
-22,523;-44,104;330630;24724;UBSF BELMONTE VEREADOR ADAO PEDRO ALVES;RUA PELOTAS;BELMONTE;Volta Redonda;(24)33 455291;Rio de Janeiro (RJ)
-22,48688936;-44,11369085;330630;24694;UBSF MARIANA TORRES;ALAMEDA TRINTA E DOIS;MARIANA TORRES;Volta Redonda;2433384561;Rio de Janeiro (RJ)
-22,49391675;-44,13437605;330630;24627;UBSF ACUDE II;RUA QUATRO;ACUDE II;Volta Redonda;2433391947;Rio de Janeiro (RJ)
-22,50001073;-44,04639959;330630;24562;UBSF VILA RICA TRES POCOS VINICIUS BOBINS S SILVA;RUA UM;VILA RICA;Volta Redonda;2433426413;Rio de Janeiro (RJ)
-22,4895823;-44,07392979;330630;5987938;UBSF SANTO AGOSTINHO;SOLDADO FRANCISCO ROCHA;SANTO AGOSTINHO;Volta Redonda;2433392078;Rio de Janeiro (RJ)
-22,53933191;-44,08706188;330630;2797097;UBSF SIDEROPOLIS;RUA SESSENTA;SIDEROPOLIS;Volta Redonda;2433394243;Rio de Janeiro (RJ)
-22,52117872;-44,11248922;330630;24791;UBS RUSTICO JOSE GASPAR ABREU GUIMARAES;RUA SETENTA E CINCO;RUSTICO;Volta Redonda;2433378124;Rio de Janeiro (RJ)
-23,01268816;-44,54363823;330010;2281422;ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 2;TRAVESSA ITAPERUNA;PEREQUE;Angra dos Reis;2433626627;Rio de Janeiro (RJ)
-23,00983429;-44,29101706;330010;3005631;ESTRATEGIA DE SAUDE DA FAMILIA SAPINHATUBA III;RUA DA ESPERANCA;SAPINHATUBA III;Angra dos Reis;2433673193;Rio de Janeiro (RJ)
-22,96245575;-44,44188595;330010;5106516;ESTRATEGIA DE SAUDE DA FAMILIA FRADE MODULO II;RUA RIO GRANDE;FRADE;Angra dos Reis;33692014;Rio de Janeiro (RJ)
-23,00605774;-44,32116508;330010;3934659;ESTRATEGIA DE SAUDE DA FAMILIA MORRO SANTO ANTONIO;MORRO DO SANTO ANTONIO;CENTRO;Angra dos Reis;2433655589;Rio de Janeiro (RJ)
-23,00419092;-44,53702927;330010;2281449;ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 4;RUA DA LIMEIRA;PEREQUE;Angra dos Reis;2433626406;Rio de Janeiro (RJ)
-23,03384542;-44,19703245;330010;2280817;ESTRATEGIA DE SAUDE DA FAMILIA PORTOGALO;GLEBA G;PORTOGALO;Angra dos Reis;2433778792;Rio de Janeiro (RJ)
-22,97794819;-44,28983688;330010;2281015;POSTO DE SAUDE DO AREAL;RUA LAVRADOR JOAO ALVES FILHO;AREAL;Angra dos Reis;2433776206;Rio de Janeiro (RJ)
-23,00716281;-44,31584358;330010;5137306;ESTRATEGIA DE AGENTES COMUNITARIOS DO CENTRO;PRACA GENERAL OSORIO;CENTRO;Angra dos Reis;Não se aplica;Rio de Janeiro (RJ)
-23,00519943;-44,2964673;330010;2280892;ESTRATEGIA DE SAUDE DA FAMILIA SAPINHATUBA II;RUA 15;CENTRO;Angra dos Reis;2433775915;Rio de Janeiro (RJ)
-22,93359518;-44,39212561;330010;2281112;POSTO DE SAUDE DO BRACUHY;ESTRADA RIO SANTOS KM 115;BRACUHY;Angra dos Reis;2433631841;Rio de Janeiro (RJ)
-23,01557422;-44,53359604;330010;2281414;ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 1;RUA 15 DE MAIO;PEREQUE;Angra dos Reis;2433625891;Rio de Janeiro (RJ)
-22,96245575;-44,44188595;330010;5106508;ESTRATEGIA DE SAUDE DA FAMILIA FRADE MODULO I;RUA RIO GRANDE;FRADE;Angra dos Reis;33692014;Rio de Janeiro (RJ)
-22,99853683;-44,31148767;330010;3587517;ESTRATEGIA DE SAUDE DA FAMILIA MORRO DA GLORIA;RUA B;CENTRO;Angra dos Reis;33687337;Rio de Janeiro (RJ)
-23,00416946;-44,31107998;330010;5856736;ESTRATEGIA DE SAUDE DA FAMILIA PRAIA DO ANIL;RUA LEANDRO JOSE FIGUEIREDO;PRAIA DO ANIL;Angra dos Reis;2433672585;Rio de Janeiro (RJ)
-23,1801331;-44,34281588;330010;2281155;ESTRATEGIA DE SAUDE DA FAMILIA DO PROVETA;PRAIA DE PROVETA;PROVETA;Angra dos Reis;2433741999;Rio de Janeiro (RJ)
-23,00429821;-44,23233032;330010;2281090;POSTO DE SAUDE DA PETROBRAS;RUA EAP;VILA PETROBRAS;Angra dos Reis;Não se aplica;Rio de Janeiro (RJ)
-23,00382614;-44,32017803;330010;6804012;ESTRATEGIA DE SAUDE DA FAMILIA DO MORRO DA CAIXA DAGUA;MORRO DA CAIXA DAGUA;MORRO DA CAIXA DAGUA;Angra dos Reis;2433644004;Rio de Janeiro (RJ)
-22,97369957;-44,29299116;330010;5909236;ESTRATEGIA DE AGENTES COMUNITARIOS NOVA ANGRA;RUA VALENTIM;NOVA ANGRA;Angra dos Reis;2433696557;Rio de Janeiro (RJ)
-23,14170241;-44,16864395;330010;6029213;ESTRATEGIA DE SAUDE DA FAMILIA DO ABRAAO;RUA GETULIO VARGAS;ABRAAO;Angra dos Reis;2433615523;Rio de Janeiro (RJ)
-23,15463066;-44,32743073;330010;2698587;ESTRATEGIA DE SAUDE DA FAMILIA PEQUENAS PRAIAS;ILHA GRANDE;ILHA GRANDE;Angra dos Reis;Não se aplica;Rio de Janeiro (RJ)
-23,03050876;-44,17143345;330010;2281066;ESTRATEGIA DE SAUDE DA FAMILIA CANTAGALO;RUA DO CANTAGALO;CANTAGALO;Angra dos Reis;33682341;Rio de Janeiro (RJ)
-23,00481319;-44,27837849;330010;5865859;ESTRATEGIA DE SAUDE DA FAMILIA CAMORIM PEQUENO;RUA NOSSA SENHORA APARECIDA;CAMORIM PEQUENO;Angra dos Reis;2433688413;Rio de Janeiro (RJ)
-22,89063692;-44,27891493;330010;2281007;ESTRATEGIA DE SAUDE DA FAMILIA SERRA D AGUA;ESTRADA ANGRA GETULANDIA;SERRA D AGUA;Angra dos Reis;33677316;Rio de Janeiro (RJ)
-22,95667291;-44,28715467;330010;2281023;CENTRO COMUNITARIO DE SAUDE BELEM;AVENIDA SAO JOAQUIM;BELEM;Angra dos Reis;33777760;Rio de Janeiro (RJ)
-23,01339626;-44,29865599;330010;2280930;ESTRATEGIA DE SAUDE DA FAMILIA MARINAS;ESTRADA DO MARINAS;MARINAS;Angra dos Reis;2433778799;Rio de Janeiro (RJ)
-23,01318169;-44,5339179;330010;2281430;ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 3;RUA DOLOR BARRETO;PEREQUE;Angra dos Reis;2433625864;Rio de Janeiro (RJ)
-23,00557494;-44,53237295;330010;3379418;ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 6;RUA JULIO MARIA;PARQUE PEREQUE;Angra dos Reis;2433626330;Rio de Janeiro (RJ)
